system:index,POINT_ID,VH_20250101,VH_20250111,VH_20250121,VH_20250131,VH_20250210,VH_20250220,VH_20250302,VH_20250312,VH_20250322,VH_20250401,VH_20250411,VH_20250421,VH_20250501,VH_20250511,VH_20250521,VH_20250531,VH_20250610,VH_20250620,VH_20250630,VH_20250710,VH_20250720,VV_20250101,VV_20250111,VV_20250121,VV_20250131,VV_20250210,VV_20250220,VV_20250302,VV_20250312,VV_20250322,VV_20250401,VV_20250411,VV_20250421,VV_20250501,VV_20250511,VV_20250521,VV_20250531,VV_20250610,VV_20250620,VV_20250630,VV_20250710,VV_20250720,crop,.geo
170,174,,,,,,,,,,-22.696592276394256,-21.86915262232003,,-26.831524628916767,-29.579933298367216,-28.666497002290463,-25.710570404868573,-15.766708673610909,-20.377073531518768,-19.78817945921884,-19.44267551580505,-22.86538053221951,,,,,,,,,,-12.854309643104038,-12.335001644974263,,-13.403094225008255,-12.977426270807301,-12.724568289119128,-12.366568650351386,-7.465601981223168,-14.000669766443647,-14.474442002355843,-16.51225081584616,-14.752319732087765,пшеница,"{""type"":""Polygon"",""coordinates"":[[[70.870227,51.69898097731904],[70.87014589217068,51.69897381419382],[70.87007124059659,51.69895289500942],[70.87000898759254,51.69891988495037],[70.86996408850928,51.69887741164031],[70.86994011728387,51.69882885597604],[70.86993898196374,51.69877808300145],[70.86996077284537,51.69872913424595],[70.87000375531024,51.69868590601856],[70.8700645079204,51.69865183926542],[70.87013819477559,51.698629645676974],[70.87021895044847,51.69862109184456],[70.87030034685822,51.69862685864556],[70.87037590492366,51.69864648704783],[70.87043961027538,51.698678414647105],[70.87048639198306,51.69872010002925],[70.87051252619669,51.69876822505961],[70.87051593257314,51.698818958999816],[70.87049633989012,51.69886826343017],[70.87045530765877,51.69891221370722],[70.87039610200735,51.698947311368755],[70.87032343570903,51.69897076261771],[70.8702430930442,51.69898070071562],[70.870227,51.69898097731904]]]}"
171,175,,,,,,,,,,-20.46407318562619,-20.894334423253092,,-25.064100703566776,-25.24171251575867,-23.985807317043307,-21.2589058533043,-15.270531088603116,-21.451498515164143,-19.372847904909214,-18.459974877623683,-21.505841574322165,,,,,,,,,,-11.111621759569768,-13.124434659777446,,-12.81063755906309,-13.246798411675785,-13.35318527918854,-13.174733336219761,-9.934772191334742,-17.098294249542814,-15.493290867816667,-15.560600899270588,-14.458315955185167,пшеница,"{""type"":""Polygon"",""coordinates"":[[[70.866517,51.69398797731903],[70.86643590111882,51.693980814193814],[70.86636125778054,51.69395989500943],[70.86629901164446,51.69392688495039],[70.86625411751457,51.69388441164035],[70.86623014893371,51.6938358559761],[70.86622901373876,51.69378508300151],[70.86625080221631,51.69373613424599],[70.86629377993917,51.69369290601858],[70.86635452584693,51.69365883926543],[70.8664282045728,51.69363664567697],[70.86650895133651,51.69362809184456],[70.86659033876643,51.69363385864555],[70.8666658884961,51.693653487047825],[70.86672958681966,51.69368541464714],[70.86677636336623,51.69372710002929],[70.8668024946966,51.69377522505966],[70.86680590069719,51.693825958999874],[70.86678631017564,51.69387526343022],[70.86674528247106,51.69391921370725],[70.8666860833514,51.69395431136877],[70.86661342506989,51.693977762617706],[70.86653309126874,51.69398770071562],[70.866517,51.69398797731903]]]}"
172,176,,,,,,,,,,-22.348236772283585,-20.522884091789006,,-23.377627970347802,-25.184474505197485,-21.779630558585257,-21.682430355233667,-16.793071153503313,-21.097076312845235,-21.009608229816113,-19.449008859710005,-22.31076620817417,,,,,,,,,,-13.31124508155088,-13.079233103258444,,-13.378934283480932,-12.988902340594548,-12.217896092568866,-12.726035561512234,-13.82345285268529,-14.163817830300845,-13.75033689266861,-16.354685321540433,-15.624748237057139,пшеница,"{""type"":""Polygon"",""coordinates"":[[[70.858543,51.68578397731903],[70.85846191581584,51.68577681419382],[70.85838728600469,51.685755895009464],[70.85832505114904,51.68572288495044],[70.85828016515495,51.68568041164043],[70.85825620091764,51.6856318559762],[70.85825506592833,51.6855810830016],[70.85827685045723,51.68553213424608],[70.85831982039153,51.68548890601865],[70.85838055529075,51.68545483926547],[70.85845422066443,51.685432645676975],[70.8585349527951,51.685424091844546],[70.85861632547586,51.68542985864555],[70.85869186151429,51.685449487047855],[70.85875554829428,51.68548141464719],[70.85880231636386,51.68552310002937],[70.85882844295858,51.68557122505976],[70.85883184834182,51.68562195899998],[70.85881226137043,51.68567126343031],[70.85877124110097,51.68571521370731],[70.8587120527095,51.6857503113688],[70.85863940759538,51.685773762617714],[70.8585590883526,51.68578370071562],[70.858543,51.68578397731903]]]}"
173,177,,,,,,,,,,-23.488587609768476,-22.83197521017417,,-28.032484224132382,-24.19993361815572,-24.123650866497684,-23.01447028934886,-15.030249545144684,-20.986589932264696,-18.820970748075524,-19.086714644691078,-23.0503454253095,,,,,,,,,,-11.235178308870797,-13.321880242003738,,-13.66182189045497,-12.384541553461542,-9.056852915548824,-8.984390405250185,-7.544827577703492,-13.02340743298547,-13.520318279698662,-14.29054144035331,-13.915280149429282,пшеница,"{""type"":""Polygon"",""coordinates"":[[[70.852087,51.67796597731903],[70.8520059298149,51.677958814193836],[70.85193131288841,51.677937895009485],[70.85186908877743,51.67790488495051],[70.85182421053275,51.67786241164052],[70.85180025043273,51.6778138559763],[70.85179911563928,51.677763083001715],[70.85182089640706,51.677714134246166],[70.85186385892268,51.67767090601871],[70.85192458333621,51.677636839265496],[70.85199823599183,51.67761464567699],[70.85207895418442,51.67760609184456],[70.85216031281651,51.67761185864557],[70.85223583581393,51.67763148704788],[70.8522995115986,51.67766341464725],[70.85234627159377,51.67770510002946],[70.85237239367774,51.67775322505987],[70.85237579847296,51.67780395900008],[70.85235621488313,51.67785326343039],[70.85231520169565,51.67789721370737],[70.8522560235229,51.677932311368835],[70.85218339095078,51.67795576261773],[70.852103085575,51.677965700715625],[70.852087,51.67796597731903]]]}"
174,178,,,,,,,,,,-22.979615380638926,-23.859734047924814,,-28.10380329783297,-25.811768784220554,-22.955449065101643,-23.766426224585338,-15.51460185252603,-20.712466717513163,-20.074490058020682,-22.105215897855118,-18.695691930939653,,,,,,,,,,-13.662423566252153,-14.671615168557283,,-15.912980181590227,-13.21937249410685,-14.538184625988562,-14.832860871787734,-10.594950715731901,-14.034622845653448,-15.152138517158704,-16.215535599642088,-14.506760220837577,пшеница,"{""type"":""Polygon"",""coordinates"":[[[70.814754,51.70256297731903],[70.81467288574966,51.702555814193815],[70.81459822826567,51.70253489500941],[70.81453597033331,51.70250188495034],[70.81449106769558,51.70245941164027],[70.8144670945725,51.70241085597599],[70.81446595916253,51.7023600830014],[70.81448775176929,51.70231113424591],[70.81453073763693,51.70226790601853],[70.81459149505662,51.70223383926541],[70.81466518774526,51.70221164567696],[70.81474594981121,51.70220309184456],[70.81482735266474,51.70220885864555],[70.81490291671177,51.702228487047805],[70.81496662710678,51.70226041464709],[70.81501341251798,51.702302100029215],[70.81503954880061,51.70235022505956],[70.81504295544678,51.70240095899977],[70.81502336121271,51.70245026343012],[70.81498232573303,51.70249421370718],[70.81492311539452,51.702529311368735],[70.8148504433435,51.70255276261769],[70.8147700943182,51.70256270071562],[70.814754,51.70256297731903]]]}"
175,179,,,,,,,,,,-16.695318666585088,-18.356674086365782,,-29.354793731760935,-33.71239512613131,-23.61999076971336,-23.699409598418107,-19.23272466687469,-23.2322700682176,-22.915339081030957,-20.859499794138895,-20.72728949581625,,,,,,,,,,-4.905015314786482,-6.713369649298462,,-15.3782153474896,-14.705969520827974,-13.206832637224672,-13.391014828850412,-11.456158283560532,-15.062413950206569,-14.251798629202272,-14.436026585095101,-16.28458504711258,пшеница,"{""type"":""Polygon"",""coordinates"":[[[70.808001,51.70519597731904],[70.80791988102897,51.70518881419381],[70.80784521920005,51.705167895009396],[70.80778295764439,51.70513488495031],[70.80773805239345,51.70509241164024],[70.80771407787522,51.70504385597596],[70.80771294239918,51.70499308300137],[70.80773473627426,51.70494413424587],[70.80777772464359,51.70490090601851],[70.80783848559923,51.7048668392654],[70.80791218257663,51.70484464567696],[70.80799294934273,51.70483609184456],[70.8080743569337,51.704841858645544],[70.8081499253784,51.70486148704779],[70.80821363948121,51.70489341464706],[70.80826042761525,51.704935100029175],[70.80828656541897,51.70498322505953],[70.80828997226341,51.705033958999735],[70.80827037688904,51.70508326343009],[70.80822933902118,51.705127213707165],[70.80817012523677,51.705162311368724],[70.80809744895635,51.705185762617695],[70.80801709525488,51.70519570071561],[70.808001,51.70519597731904]]]}"
176,180,,,,,,,,,,-21.58982389474631,-23.15721222687363,,-28.780121877702292,-24.99318352668396,-25.476204049433758,-24.585453183400737,-17.675472152916843,-21.331284548684668,-19.866471863983666,-22.657103428373652,-20.507716277870777,,,,,,,,,,-11.794048757140075,-14.331224137714395,,-14.535081077542937,-12.804201181912578,-13.501280998374352,-13.450008804613006,-11.64722463724625,-15.530538306680915,-17.35734679649642,-16.086402485624586,-13.06453233075895,пшеница,"{""type"":""Polygon"",""coordinates"":[[[70.814907,51.71149697731903],[70.81482586972895,51.7114898141938],[70.81475119749955,51.71146889500937],[70.81468892727081,51.71143588495026],[70.81464401576454,51.71139341164017],[70.8146200379067,51.711344855975874],[70.81461890227258,51.711294083001285],[70.81464069918363,51.711245134245814],[70.81468369354128,51.71120190601846],[70.81474446296099,51.711167839265364],[70.81481817020438,51.71114564567695],[70.81489894822127,51.71113709184456],[70.81498036715233,51.71114285864553],[70.8150559461237,51.71116248704777],[70.81511966910192,51.71119441464702],[70.8151664637536,51.711236100029126],[70.81519260519838,51.71128422505945],[70.81519601251749,51.71133495899966],[70.81517641441351,51.71138426343003],[70.8151353708291,51.71142821370711],[70.81507614879617,51.711463311368696],[70.81500346239184,51.71148676261769],[70.81492309749697,51.71149670071562],[70.814907,51.71149697731903]]]}"
177,181,,,,,,,,,,-16.032734955830676,-19.235315148566436,,-23.996780031618023,-26.058105814016972,-22.03662127923323,-22.39538211632557,-19.810624782053477,-20.88680994443143,-20.396578209401575,-22.28499312159652,-21.421462449913864,,,,,,,,,,-7.756636068798142,-7.943946280904963,,-14.79723083896112,-9.273974220120936,-6.363238912428573,-7.783258940926336,-6.394542027022592,-10.154539928611333,-9.123643875866984,-11.407393982717242,-14.588872100012166,пшеница,"{""type"":""Polygon"",""coordinates"":[[[70.80639,51.725900977319036],[70.8063088438818,51.72589381419379],[70.80623414786271,51.72587289500931],[70.80617185779548,51.72583988495016],[70.8061269319811,51.725797411640016],[70.80610294648437,51.725748855975695],[70.80610181048861,51.7256980830011],[70.80612361434399,51.72564913424564],[70.80616662239916,51.72560590601835],[70.80622741117915,51.725571839265314],[70.80630114190457,51.72554964567693],[70.8063819456561,51.72554109184455],[70.80646339052593,51.72554685864553],[70.80653899357566,51.725566487047715],[70.8066027368551,51.72559841464692],[70.806649546415,51.725640100028976],[70.80667569618822,51.725688225059265],[70.80667910459302,51.725738958999465],[70.8066595002455,51.72578826342987],[70.80661844358524,51.725832213707],[70.80655920268495,51.725867311368624],[70.80648649312364,51.72589076261766],[70.80640610262546,51.72590070071561],[70.80639,51.725900977319036]]]}"
178,183,,,,,,,,,,-23.323289445375305,-23.74593998174199,,-25.411766291967513,-24.509396249293168,-26.413300589413314,-24.26382894203312,-19.272516683523406,-22.21144821344178,-21.726694351988414,-25.29862483044699,-18.088674421332765,,,,,,,,,,-14.940059633389012,-13.722292815215136,,-13.965131917472565,-12.8408670522197,-10.840342001650692,-12.15964282759459,-10.10478874792074,-15.871167456703574,-14.70675591823182,-17.50531967871828,-11.06833375496012,ячмень,"{""type"":""Polygon"",""coordinates"":[[[70.817699,51.724846977319025],[70.81761784577387,51.72483981419378],[70.81754315149625,51.72481889500931],[70.81748086288125,51.72478588495016],[70.81743593811426,51.72474341164002],[70.8174119531767,51.72469485597571],[70.81741081720743,51.72464408300111],[70.81743262055448,51.724595134245654],[70.81747562760695,51.724551906018355],[70.81753641496972,51.72451783926532],[70.8176101439762,51.724495645676924],[70.81769094584388,51.72448709184456],[70.81777238881494,51.72449285864552],[70.81784799010205,51.72451248704772],[70.8179117318954,51.72454441464692],[70.81795854036399,51.72458610002897],[70.81798468952755,51.72463422505927],[70.81798809785286,51.724684958999475],[70.8179684939624,51.72473426342987],[70.81792743825932,51.72477821370699],[70.81786819874017,51.724813311368635],[70.81779549087399,51.72483676261766],[70.81771510225003,51.72484670071562],[70.817699,51.724846977319025]]]}"
179,184,,,,,,,,,,-21.539127816243536,-25.041468468816813,,-27.094988910991432,-24.083732841906595,-23.11734589799096,-21.996223857518466,-15.676330202808586,-19.783236476363896,-19.342683492505305,-18.348937734191964,-21.89180195312918,,,,,,,,,,-10.810637041436673,-11.364455886290104,,-14.874841814496328,-15.178437787602206,-14.02669045548297,-13.824041395493328,-11.436770564700138,-14.805691750583142,-12.788590375433131,-13.345997901962768,-15.330446875897557,пшеница,"{""type"":""Polygon"",""coordinates"":[[[70.815924,51.73942997731904],[70.81584281958509,51.73942281419377],[70.81576810120337,51.739401895009266],[70.81570579248769,51.73936888495007],[70.81566085322345,51.73932641163987],[70.81563686054606,51.73927785597553],[70.81563572421038,51.739227083000934],[70.81565753459354,51.73917813424551],[70.81570055552456,51.73913490601825],[70.8157613625035,51.73910083926526],[70.81583511530235,51.73907864567692],[70.8159159432448,51.73907009184456],[70.8159974124975,51.73907585864552],[70.81607303818116,51.73909548704767],[70.81613680054407,51.73912741464683],[70.81618362411788,51.73916910002883],[70.81620978171996,51.73921722505911],[70.81621319114532,51.7392679589993],[70.8161935809288,51.739317263429726],[70.81615251197705,51.739361213706886],[70.8160932533412,51.73939631136858],[70.81602052201195,51.73941976261765],[70.81594010744628,51.739429700715625],[70.815924,51.73942997731904]]]}"
180,185,,,,,,,,,,-21.875804274161865,-23.415917000501263,,-29.270097666567654,-22.12077192135428,-23.27261272435639,-23.491424431949014,-16.70847263358547,-19.96138429893329,-18.593687866729805,-22.65934095071447,-19.957268859344417,,,,,,,,,,-10.176374503823963,-11.744682740857646,,-15.160908936662137,-14.031541760787384,-13.764579630000577,-12.943773396573825,-11.889331751650657,-14.263382572109215,-13.741360229930542,-15.380253472550905,-15.955250914310701,пшеница,"{""type"":""Polygon"",""coordinates"":[[[70.806708,51.73912397731903],[70.80662682013484,51.739116814193764],[70.8065521022591,51.73909589500926],[70.8064897939654,51.73906288495005],[70.80644485500548,51.73902041163986],[70.80642086249058,51.73897185597552],[70.80641972616257,51.738921083000925],[70.80644153639805,51.7388721342455],[70.8064845570377,51.738828906018234],[70.80654536360487,51.73879483926525],[70.80661911590428,51.738772645676896],[70.80669994329936,51.738764091844544],[70.80678141200036,51.7387698586455],[70.8068570371719,51.73878948704766],[70.806920799103,51.738821414646814],[70.80696762235974,51.73886310002882],[70.80699377978466,51.73891122505909],[70.80699718918693,51.73896195899929],[70.8069775791032,51.73901126342971],[70.80693651042957,51.73905521370688],[70.806877252195,51.73909031136856],[70.80680452135832,51.73911376261763],[70.80672410733722,51.7391237007156],[70.806708,51.73912397731903]]]}"
181,186,,,,,,,,,,-18.964508116245273,-17.903980159759524,,-27.261020597815516,-23.725116194039586,-27.235395902395258,-26.090304772183302,-17.98874314799905,-21.273648466169842,-19.714085011184217,-19.78537230454386,-21.058000721037388,,,,,,,,,,-8.868305871170012,-7.545678201969715,,-14.582464552670716,-14.240142988227309,-8.260846349038184,-11.035452604666348,-7.542623881716281,-9.56484235757962,-13.176627429202195,-13.69641293231398,-13.938263412937522,пшеница,"{""type"":""Polygon"",""coordinates"":[[[70.816433,51.754989977319035],[70.81635179161731,51.75498281419377],[70.81627704749414,51.7549618950092],[70.81621471731235,51.75492888494995],[70.81616976256609,51.75488641163971],[70.8161457616231,51.75483785597534],[70.8161446248961,51.75478708300074],[70.81616644279335,51.754738134245336],[70.81620947854566,51.75469490601813],[70.8162703064733,51.75466083926519],[70.81634408468074,51.754638645676906],[70.81642494046918,51.75463009184457],[70.81650643778879,51.7546358586455],[70.81658208952628,51.75465548704762],[70.81664587385602,51.754687414646725],[70.81669271356115,51.75472910002867],[70.81671888017497,51.75477722505891],[70.8167222907751,51.754827958999094],[70.81670267380278,51.75487726342955],[70.8166615907024,51.754921213706766],[70.81660231165124,51.7549563113685],[70.81652955526512,51.75497976261762],[70.81644911299553,51.75498970071562],[70.816433,51.754989977319035]]]}"
